rank,name,defaultTagIDs,defaultTagNamesEN,bundleIdentifier,normalizedName,oldCategoryCandidates,sourceEvidence,mergedCandidateRanks,tagReviewStatus,tagConfidence,regionHints,notes
300,Font 0xproto Nerd Font,utilities,Utilities,,font-0xproto-nerd-font,other,homebrew_cask_30d:200,300,top300_needs_human_review,0.78,,"homebrew_count=1,748;percent=0.07;cask=font-0xproto-nerd-font"
301,Handbrake App,video|media,Video|Media,,handbrake-app,media,homebrew_cask_30d:204,301,multi_tag_heuristic_review,0.70,,"homebrew_count=1,681;percent=0.07;cask=handbrake-app"
302,Scroll Reverser,other,Other,,scroll-reverser,other,homebrew_cask_30d:202,302,needs_classification,0.30,,"homebrew_count=1,726;percent=0.07;cask=scroll-reverser"
303,Xcodes App,development,Development,,xcodes-app,development,homebrew_cask_30d:205,303,single_tag_heuristic_review,0.62,,"homebrew_count=1,677;percent=0.07;cask=xcodes-app"
304,Unity Hub,development,Development,,unity-hub,other,homebrew_cask_30d:203,304,single_tag_heuristic_review,0.62,,"homebrew_count=1,708;percent=0.07;cask=unity-hub"
305,T3 Code,other,Other,,t3-code,other,homebrew_cask_30d:206,305,needs_classification,0.30,,"homebrew_count=1,673;percent=0.07;cask=t3-code"
306,Clash Verge Rev,security|utilities,Security|Utilities,,clash-verge-rev,utilities,homebrew_cask_30d:209,306,multi_tag_heuristic_review,0.70,,"homebrew_count=1,648;percent=0.07;cask=clash-verge-rev"
307,Lulu,security|utilities,Security|Utilities,,lulu,other,homebrew_cask_30d:207,307,multi_tag_heuristic_review,0.70,,"homebrew_count=1,659;percent=0.07;cask=lulu"
308,Anydesk,other,Other,,anydesk,other,homebrew_cask_30d:208,308,needs_classification,0.30,,"homebrew_count=1,657;percent=0.07;cask=anydesk"
309,Comfyui,ai-tools|development,AI Tools|Development,,comfyui,ai-tools,homebrew_cask_30d:211,309,multi_tag_heuristic_review,0.70,,"homebrew_count=1,635;percent=0.07;cask=comfyui"
310,Mac Mouse Fix,utilities,Utilities,,mac-mouse-fix,utilities,homebrew_cask_30d:212,310,single_tag_heuristic_review,0.62,,"homebrew_count=1,619;percent=0.07;cask=mac-mouse-fix"
311,Anthropics/tap/ant,other,Other,,anthropics-tap-ant,other,homebrew_cask_30d:210,311,needs_classification,0.30,,"homebrew_count=1,643;percent=0.07;cask=anthropics/tap/ant"
312,Background Music,audio|entertainment,Audio|Entertainment,,background-music,media,homebrew_cask_30d:214,312,multi_tag_heuristic_review,0.70,,"homebrew_count=1,618;percent=0.07;cask=background-music"
313,Flameshot,other,Other,,flameshot,other,homebrew_cask_30d:213,313,needs_classification,0.30,,"homebrew_count=1,618;percent=0.07;cask=flameshot"
314,Thunderbird,communication,Communication,,thunderbird,communication,homebrew_cask_30d:217,314,single_tag_heuristic_review,0.62,,"homebrew_count=1,590;percent=0.07;cask=thunderbird"
315,Deskflow/tap/deskflow,other,Other,,deskflow-tap-deskflow,other,homebrew_cask_30d:215,315,needs_classification,0.30,,"homebrew_count=1,614;percent=0.07;cask=deskflow/tap/deskflow"
316,Font Caskaydia Mono Nerd Font,utilities,Utilities,,font-caskaydia-mono-nerd-font,other,homebrew_cask_30d:216,316,single_tag_heuristic_review,0.62,,"homebrew_count=1,604;percent=0.07;cask=font-caskaydia-mono-nerd-font"
317,Intellij Idea Ce,development,Development,,intellij-idea-ce,development,homebrew_cask_30d:220,317,single_tag_heuristic_review,0.62,,"homebrew_count=1,559;percent=0.07;cask=intellij-idea-ce"
318,Tigervnc,other,Other,,tigervnc,other,homebrew_cask_30d:218,318,needs_classification,0.30,,"homebrew_count=1,584;percent=0.07;cask=tigervnc"
319,Clickhouse,other,Other,,clickhouse,other,homebrew_cask_30d:219,319,needs_classification,0.30,,"homebrew_count=1,580;percent=0.07;cask=clickhouse"
320,Cursor CLI,ai-tools|development,AI Tools|Development,,cursor-cli,ai-tools,homebrew_cask_30d:223,320,multi_tag_heuristic_review,0.70,,"homebrew_count=1,545;percent=0.07;cask=cursor-cli"
321,Font Droid Sans Mono Nerd Font,utilities,Utilities,,font-droid-sans-mono-nerd-font,other,homebrew_cask_30d:221,321,single_tag_heuristic_review,0.62,,"homebrew_count=1,548;percent=0.07;cask=font-droid-sans-mono-nerd-font"
322,Font Ubuntu Nerd Font,utilities,Utilities,,font-ubuntu-nerd-font,other,homebrew_cask_30d:222,322,single_tag_heuristic_review,0.62,,"homebrew_count=1,545;percent=0.07;cask=font-ubuntu-nerd-font"
323,Dail8859/notepadnext/notepadnext,other,Other,,dail8859-notepadnext-notepadnext,other,homebrew_cask_30d:224,323,needs_classification,0.30,,"homebrew_count=1,541;percent=0.07;cask=dail8859/notepadnext/notepadnext"
324,Font Go Mono Nerd Font,utilities,Utilities,,font-go-mono-nerd-font,other,homebrew_cask_30d:225,324,single_tag_heuristic_review,0.62,,"homebrew_count=1,534;percent=0.06;cask=font-go-mono-nerd-font"
326,Openscad@snapshot,design,Design,,openscad-snapshot,other,homebrew_cask_30d:226,326,single_tag_heuristic_review,0.62,,"homebrew_count=1,532;percent=0.06;cask=openscad@snapshot"
327,Mysqlworkbench,other,Other,,mysqlworkbench,other,homebrew_cask_30d:227,327,needs_classification,0.30,,"homebrew_count=1,525;percent=0.06;cask=mysqlworkbench"
328,Proxyman,development,Development,,proxyman,utilities,homebrew_cask_30d:230,328,single_tag_heuristic_review,0.62,,"homebrew_count=1,508;percent=0.06;cask=proxyman"
329,Font Comic Shanns Mono Nerd Font,utilities,Utilities,,font-comic-shanns-mono-nerd-font,other,homebrew_cask_30d:229,329,single_tag_heuristic_review,0.62,,"homebrew_count=1,508;percent=0.06;cask=font-comic-shanns-mono-nerd-font"
331,Kicad,other,Other,,kicad,other,homebrew_cask_30d:231,331,needs_classification,0.30,,"homebrew_count=1,502;percent=0.06;cask=kicad"
332,Openlens,other,Other,,openlens,other,homebrew_cask_30d:232,332,needs_classification,0.30,,"homebrew_count=1,482;percent=0.06;cask=openlens"
333,Bettertouchtool,utilities|system-enhancement,Utilities|System Enhancements,,bettertouchtool,productivity,homebrew_cask_30d:236,333,multi_tag_heuristic_review,0.70,,"homebrew_count=1,441;percent=0.06;cask=bettertouchtool"
334,Font Inter,utilities,Utilities,,font-inter,other,homebrew_cask_30d:234,334,single_tag_heuristic_review,0.62,,"homebrew_count=1,451;percent=0.06;cask=font-inter"
335,Syncthing App,transfer|utilities,Uploads & Downloads|Utilities,,syncthing-app,other,homebrew_cask_30d:237,335,multi_tag_heuristic_review,0.70,,"homebrew_count=1,433;percent=0.06;cask=syncthing-app"
336,Grandperspective,utilities,Utilities,,grandperspective,other,homebrew_cask_30d:238,336,single_tag_heuristic_review,0.62,,"homebrew_count=1,431;percent=0.06;cask=grandperspective"
337,Pycharm,development,Development,,pycharm,development,homebrew_cask_30d:241,337,single_tag_heuristic_review,0.62,,"homebrew_count=1,397;percent=0.06;cask=pycharm"
338,Aldente,other,Other,,aldente,other,homebrew_cask_30d:239,338,needs_classification,0.30,,"homebrew_count=1,407;percent=0.06;cask=aldente"
339,Notunes,other,Other,,notunes,other,homebrew_cask_30d:240,339,needs_classification,0.30,,"homebrew_count=1,397;percent=0.06;cask=notunes"
340,Headlamp,other,Other,,headlamp,other,homebrew_cask_30d:242,340,needs_classification,0.30,,"homebrew_count=1,387;percent=0.06;cask=headlamp"
341,Redis Insight,development,Development,,redis-insight,development,homebrew_cask_30d:245,341,single_tag_heuristic_review,0.62,,"homebrew_count=1,362;percent=0.06;cask=redis-insight"
342,Libreoffice Language Pack,productivity,Productivity,,libreoffice-language-pack,other,homebrew_cask_30d:243,342,single_tag_heuristic_review,0.62,,"homebrew_count=1,376;percent=0.06;cask=libreoffice-language-pack"
343,Typora,writing,Writing,,typora,writing,homebrew_cask_30d:246,343,single_tag_heuristic_review,0.62,,"homebrew_count=1,359;percent=0.06;cask=typora"
344,Applite,other,Other,,applite,other,homebrew_cask_30d:244,344,needs_classification,0.30,,"homebrew_count=1,374;percent=0.06;cask=applite"
345,Visual Studio Code@insiders,development,Development,,visual-studio-code-insiders,development,homebrew_cask_30d:248,345,single_tag_heuristic_review,0.62,,"homebrew_count=1,357;percent=0.06;cask=visual-studio-code@insiders"
346,Vivaldi,browser,Browsers,,vivaldi,browser,homebrew_cask_30d:249,346,single_tag_heuristic_review,0.62,,"homebrew_count=1,355;percent=0.06;cask=vivaldi"
347,Tolaria,other,Other,,tolaria,other,homebrew_cask_30d:247,347,needs_classification,0.30,,"homebrew_count=1,358;percent=0.06;cask=tolaria"
348,Anki,education,Education,,anki,education,homebrew_cask_30d:252,348,single_tag_heuristic_review,0.62,,"homebrew_count=1,335;percent=0.06;cask=anki"
349,Termius,other,Other,,termius,other,homebrew_cask_30d:250,349,needs_classification,0.30,,"homebrew_count=1,345;percent=0.06;cask=termius"
350,Openvpn Connect,utilities,Utilities,,openvpn-connect,utilities,homebrew_cask_30d:253,350,single_tag_heuristic_review,0.62,,"homebrew_count=1,334;percent=0.06;cask=openvpn-connect"
351,Opencoworkai/tap/open Codesign,other,Other,,opencoworkai-tap-open-codesign,other,homebrew_cask_30d:251,351,needs_classification,0.30,,"homebrew_count=1,337;percent=0.06;cask=opencoworkai/tap/open-codesign"
352,Vagrant,other,Other,,vagrant,other,homebrew_cask_30d:254,352,needs_classification,0.30,,"homebrew_count=1,308;percent=0.06;cask=vagrant"
353,Skim,other,Other,,skim,other,homebrew_cask_30d:255,353,needs_classification,0.30,,"homebrew_count=1,297;percent=0.05;cask=skim"
354,Kiro,ai-tools|development,AI Tools|Development,,kiro,other,homebrew_cask_30d:256,354,multi_tag_heuristic_review,0.70,,"homebrew_count=1,295;percent=0.05;cask=kiro"
355,Keepingyouawake,utilities|system-enhancement,Utilities|System Enhancements,,keepingyouawake,utilities,homebrew_cask_30d:259,355,multi_tag_heuristic_review,0.70,,"homebrew_count=1,256;percent=0.05;cask=keepingyouawake"
356,Blackhole 16ch,audio|media|utilities,Audio|Media|Utilities,,blackhole-16ch,other,homebrew_cask_30d:257,356,multi_tag_heuristic_review,0.70,,"homebrew_count=1,293;percent=0.05;cask=blackhole-16ch"
357,Handy,other,Other,,handy,other,homebrew_cask_30d:258,357,needs_classification,0.30,,"homebrew_count=1,258;percent=0.05;cask=handy"
358,Microsoft Outlook,communication,Communication,,microsoft-outlook,communication,homebrew_cask_30d:262,358,single_tag_heuristic_review,0.62,,"homebrew_count=1,209;percent=0.05;cask=microsoft-outlook"
359,Quarto,other,Other,,quarto,other,homebrew_cask_30d:260,359,needs_classification,0.30,,"homebrew_count=1,242;percent=0.05;cask=quarto"
360,Wispr Flow,other,Other,,wispr-flow,other,homebrew_cask_30d:261,360,needs_classification,0.30,,"homebrew_count=1,217;percent=0.05;cask=wispr-flow"
361,Sourcetree,development,Development,,sourcetree,development,homebrew_cask_30d:264,361,single_tag_heuristic_review,0.62,,"homebrew_count=1,202;percent=0.05;cask=sourcetree"
362,Tunnelblick,security|utilities,Security|Utilities,,tunnelblick,other,homebrew_cask_30d:263,362,multi_tag_heuristic_review,0.70,,"homebrew_count=1,202;percent=0.05;cask=tunnelblick"
363,Github Copilot For Xcode,ai-tools|development,AI Tools|Development,,github-copilot-for-xcode,development,homebrew_cask_30d:266,363,multi_tag_heuristic_review,0.70,,"homebrew_count=1,191;percent=0.05;cask=github-copilot-for-xcode"
364,Macos Fuse T/cask/fuse T,utilities,Utilities,,macos-fuse-t-cask-fuse-t,other,homebrew_cask_30d:265,364,single_tag_heuristic_review,0.62,,"homebrew_count=1,193;percent=0.05;cask=macos-fuse-t/cask/fuse-t"
366,Vnc Viewer,other,Other,,vnc-viewer,other,homebrew_cask_30d:267,366,needs_classification,0.30,,"homebrew_count=1,190;percent=0.05;cask=vnc-viewer"
367,Gcc Arm Embedded,other,Other,,gcc-arm-embedded,other,homebrew_cask_30d:268,367,needs_classification,0.30,,"homebrew_count=1,175;percent=0.05;cask=gcc-arm-embedded"
368,Wave,other,Other,,wave,other,homebrew_cask_30d:270,368,needs_classification,0.30,,"homebrew_count=1,157;percent=0.05;cask=wave"
369,Macs Fan Control,other,Other,,macs-fan-control,other,homebrew_cask_30d:271,369,needs_classification,0.30,,"homebrew_count=1,156;percent=0.05;cask=macs-fan-control"
370,Onyx,utilities,Utilities,,onyx,utilities,homebrew_cask_30d:274,370,single_tag_heuristic_review,0.62,,"homebrew_count=1,143;percent=0.05;cask=onyx"
371,Hermes,other,Other,,hermes,other,homebrew_cask_30d:272,371,needs_classification,0.30,,"homebrew_count=1,149;percent=0.05;cask=hermes"
372,Fork,development,Development,,fork,other,homebrew_cask_30d:273,372,single_tag_heuristic_review,0.62,,"homebrew_count=1,147;percent=0.05;cask=fork"
373,Insomnia,development,Development,,insomnia,development,homebrew_cask_30d:277,373,single_tag_heuristic_review,0.62,,"homebrew_count=1,121;percent=0.05;cask=insomnia"
374,Gtkwave,other,Other,,gtkwave,other,homebrew_cask_30d:275,374,needs_classification,0.30,,"homebrew_count=1,136;percent=0.05;cask=gtkwave"
375,Rstudio,other,Other,,rstudio,other,homebrew_cask_30d:276,375,needs_classification,0.30,,"homebrew_count=1,127;percent=0.05;cask=rstudio"
376,Nordvpn,security|utilities,Security|Utilities,,nordvpn,utilities,homebrew_cask_30d:279,376,multi_tag_heuristic_review,0.70,,"homebrew_count=1,114;percent=0.05;cask=nordvpn"
377,Freelens,other,Other,,freelens,other,homebrew_cask_30d:278,377,needs_classification,0.30,,"homebrew_count=1,118;percent=0.05;cask=freelens"
378,Codexbar,ai-tools|development,AI Tools|Development,,codexbar,other,homebrew_cask_30d:280,378,multi_tag_heuristic_review,0.70,,"homebrew_count=1,114;percent=0.05;cask=codexbar"
379,Tabby,development,Development,,tabby,other,homebrew_cask_30d:281,379,single_tag_heuristic_review,0.62,,"homebrew_count=1,099;percent=0.05;cask=tabby"
380,Maestro,other,Other,,maestro,other,homebrew_cask_30d:282,380,needs_classification,0.30,,"homebrew_count=1,090;percent=0.05;cask=maestro"
381,R App,other,Other,,r-app,other,homebrew_cask_30d:283,381,needs_classification,0.30,,"homebrew_count=1,087;percent=0.05;cask=r-app"
382,Tablepro,other,Other,,tablepro,other,homebrew_cask_30d:284,382,needs_classification,0.30,,"homebrew_count=1,081;percent=0.05;cask=tablepro"
383,Moonlight,other,Other,,moonlight,other,homebrew_cask_30d:285,383,needs_classification,0.30,,"homebrew_count=1,072;percent=0.05;cask=moonlight"
384,Upscayl,other,Other,,upscayl,other,homebrew_cask_30d:286,384,needs_classification,0.30,,"homebrew_count=1,071;percent=0.05;cask=upscayl"
385,Another Redis Desktop Manager,development,Development,,another-redis-desktop-manager,development,homebrew_cask_30d:289,385,single_tag_heuristic_review,0.62,,"homebrew_count=1,059;percent=0.04;cask=another-redis-desktop-manager"
386,Hamed Elfayome/claude Usage/claude Usage Tracker,ai-tools|productivity,AI Tools|Productivity,,hamed-elfayome-claude-usage-claude-usage-tracker,other,homebrew_cask_30d:287,386,multi_tag_heuristic_review,0.70,,"homebrew_count=1,069;percent=0.05;cask=hamed-elfayome/claude-usage/claude-usage-tracker"
387,Cherry Studio,other,Other,,cherry-studio,other,homebrew_cask_30d:288,387,needs_classification,0.30,,"homebrew_count=1,060;percent=0.04;cask=cherry-studio"
388,Onedrive,productivity|transfer,Productivity|Uploads & Downloads,,onedrive,productivity,homebrew_cask_30d:291,388,multi_tag_heuristic_review,0.70,,"homebrew_count=1,024;percent=0.04;cask=onedrive"
389,Windsurf,ai-tools|development,AI Tools|Development,,windsurf,ai-tools,homebrew_cask_30d:292,389,multi_tag_heuristic_review,0.70,,"homebrew_count=1,021;percent=0.04;cask=windsurf"
390,Aionui,other,Other,,aionui,other,homebrew_cask_30d:290,390,needs_classification,0.30,,"homebrew_count=1,029;percent=0.04;cask=aionui"
391,Block Goose,other,Other,,block-goose,other,homebrew_cask_30d:293,391,needs_classification,0.30,,"homebrew_count=1,013;percent=0.04;cask=block-goose"
392,Microsoft Remote Desktop,other,Other,,microsoft-remote-desktop,other,homebrew_cask_30d:294,392,needs_classification,0.30,,"homebrew_count=1,009;percent=0.04;cask=microsoft-remote-desktop"
393,Powershell@preview,picture-photo|system|utilities,Pictures & Photos|System Apps|Utilities,,powershell-preview,other,homebrew_cask_30d:295,393,multi_tag_heuristic_review,0.70,,"homebrew_count=1,000;percent=0.04;cask=powershell@preview"
394,Espanso,other,Other,,espanso,other,homebrew_cask_30d:296,394,needs_classification,0.30,,homebrew_count=998;percent=0.04;cask=espanso
395,Middleclick,other,Other,,middleclick,other,homebrew_cask_30d:297,395,needs_classification,0.30,,homebrew_count=990;percent=0.04;cask=middleclick
396,Zulu@21,development,Development,,zulu-21,other,homebrew_cask_30d:298,396,single_tag_heuristic_review,0.62,,homebrew_count=990;percent=0.04;cask=zulu@21
397,Ublue Os/tap/vscodium Linux,development,Development,,ublue-os-tap-vscodium-linux,other,homebrew_cask_30d:299,397,single_tag_heuristic_review,0.62,,homebrew_count=989;percent=0.04;cask=ublue-os/tap/vscodium-linux
398,Macshot,other,Other,,macshot,other,homebrew_cask_30d:300,398,needs_classification,0.30,,homebrew_count=984;percent=0.04;cask=macshot
399,Android File Transfer,transfer,Uploads & Downloads,,android-file-transfer,other,homebrew_cask_30d:301,399,single_tag_heuristic_review,0.62,,homebrew_count=976;percent=0.04;cask=android-file-transfer
400,Burp Suite,other,Other,,burp-suite,other,homebrew_cask_30d:302,400,needs_classification,0.30,,homebrew_count=968;percent=0.04;cask=burp-suite
401,Crossover,game|entertainment,Games|Entertainment,,crossover,other,homebrew_cask_30d:303,401,multi_tag_heuristic_review,0.70,,homebrew_count=964;percent=0.04;cask=crossover
402,Voiceink,other,Other,,voiceink,other,homebrew_cask_30d:304,402,needs_classification,0.30,,homebrew_count=961;percent=0.04;cask=voiceink
403,Teamviewer,other,Other,,teamviewer,other,homebrew_cask_30d:305,403,needs_classification,0.30,,homebrew_count=956;percent=0.04;cask=teamviewer
404,Wailbrew,other,Other,,wailbrew,other,homebrew_cask_30d:306,404,needs_classification,0.30,,homebrew_count=955;percent=0.04;cask=wailbrew
405,Keycastr,utilities,Utilities,,keycastr,other,homebrew_cask_30d:307,405,single_tag_heuristic_review,0.62,,homebrew_count=954;percent=0.04;cask=keycastr
406,Affinity,design,Design,,affinity,design,homebrew_cask_30d:310,406,single_tag_heuristic_review,0.62,,homebrew_count=936;percent=0.04;cask=affinity
407,Superwhisper,other,Other,,superwhisper,other,homebrew_cask_30d:308,407,needs_classification,0.30,,homebrew_count=949;percent=0.04;cask=superwhisper
408,Datagrip,development,Development,,datagrip,other,homebrew_cask_30d:309,408,single_tag_heuristic_review,0.62,,homebrew_count=941;percent=0.04;cask=datagrip
409,Espressif/eim/eim Gui,other,Other,,espressif-eim-eim-gui,other,homebrew_cask_30d:311,409,needs_classification,0.30,,homebrew_count=932;percent=0.04;cask=espressif/eim/eim-gui
410,Nextcloud,other,Other,,nextcloud,other,homebrew_cask_30d:312,410,needs_classification,0.30,,homebrew_count=932;percent=0.04;cask=nextcloud
411,Anythingllm,other,Other,,anythingllm,other,homebrew_cask_30d:313,411,needs_classification,0.30,,homebrew_count=922;percent=0.04;cask=anythingllm
412,Prismlauncher,other,Other,,prismlauncher,other,homebrew_cask_30d:314,412,needs_classification,0.30,,homebrew_count=922;percent=0.04;cask=prismlauncher
413,Lunar,other,Other,,lunar,other,homebrew_cask_30d:315,413,needs_classification,0.30,,homebrew_count=922;percent=0.04;cask=lunar
414,Font D2coding,utilities,Utilities,,font-d2coding,other,homebrew_cask_30d:316,414,single_tag_heuristic_review,0.62,,homebrew_count=918;percent=0.04;cask=font-d2coding
415,Clipy,other,Other,,clipy,other,homebrew_cask_30d:317,415,needs_classification,0.30,,homebrew_count=913;percent=0.04;cask=clipy
416,Font Caskaydia Cove Nerd Font,utilities,Utilities,,font-caskaydia-cove-nerd-font,other,homebrew_cask_30d:318,416,single_tag_heuristic_review,0.62,,homebrew_count=912;percent=0.04;cask=font-caskaydia-cove-nerd-font
417,Telegram Desktop,communication,Communication,,telegram-desktop,communication,homebrew_cask_30d:321,417,single_tag_heuristic_review,0.62,,homebrew_count=875;percent=0.04;cask=telegram-desktop
418,Macwhisper,other,Other,,macwhisper,other,homebrew_cask_30d:319,418,needs_classification,0.30,,homebrew_count=889;percent=0.04;cask=macwhisper
419,Easydict,other,Other,,easydict,other,homebrew_cask_30d:320,419,needs_classification,0.30,,homebrew_count=882;percent=0.04;cask=easydict
420,Tw93/tap/kakuku,other,Other,,tw93-tap-kakuku,other,homebrew_cask_30d:322,420,needs_classification,0.30,,homebrew_count=875;percent=0.04;cask=tw93/tap/kakuku
421,Bambu Studio,other,Other,,bambu-studio,other,homebrew_cask_30d:323,421,needs_classification,0.30,,homebrew_count=872;percent=0.04;cask=bambu-studio
422,Gcenx/wine/game Porting Toolkit,utilities,Utilities,,gcenx-wine-game-porting-toolkit,entertainment,homebrew_cask_30d:326,422,single_tag_heuristic_review,0.62,,homebrew_count=839;percent=0.04;cask=gcenx/wine/game-porting-toolkit
423,Corretto@17,development,Development,,corretto-17,other,homebrew_cask_30d:324,423,single_tag_heuristic_review,0.62,,homebrew_count=864;percent=0.04;cask=corretto@17
424,Firefox@developer Edition,browser,Browsers,,firefox-developer-edition,browser,homebrew_cask_30d:327,424,single_tag_heuristic_review,0.62,,homebrew_count=829;percent=0.04;cask=firefox@developer-edition
425,Detachhead/tap/rebased,other,Other,,detachhead-tap-rebased,other,homebrew_cask_30d:325,425,needs_classification,0.30,,homebrew_count=852;percent=0.04;cask=detachhead/tap/rebased
426,Itsycal,other,Other,,itsycal,other,homebrew_cask_30d:328,426,needs_classification,0.30,,homebrew_count=818;percent=0.03;cask=itsycal
427,Unnaturalscrollwheels,other,Other,,unnaturalscrollwheels,other,homebrew_cask_30d:329,427,needs_classification,0.30,,homebrew_count=818;percent=0.03;cask=unnaturalscrollwheels
428,Yubico Authenticator,security|utilities,Security|Utilities,,yubico-authenticator,other,homebrew_cask_30d:330,428,multi_tag_heuristic_review,0.70,,homebrew_count=817;percent=0.03;cask=yubico-authenticator
429,Macos Fuse T/cask/fuse T Sshfs,utilities,Utilities,,macos-fuse-t-cask-fuse-t-sshfs,other,homebrew_cask_30d:331,429,single_tag_heuristic_review,0.62,,homebrew_count=816;percent=0.03;cask=macos-fuse-t/cask/fuse-t-sshfs
430,Librecad,other,Other,,librecad,other,homebrew_cask_30d:332,430,needs_classification,0.30,,homebrew_count=813;percent=0.03;cask=librecad
431,Darktable,picture-photo,Pictures & Photos,,darktable,other,homebrew_cask_30d:333,431,single_tag_heuristic_review,0.62,,homebrew_count=807;percent=0.03;cask=darktable
432,Macdown 3000,writing,Writing,,macdown-3000,other,homebrew_cask_30d:334,432,single_tag_heuristic_review,0.62,,homebrew_count=800;percent=0.03;cask=macdown-3000
433,Onlyoffice,other,Other,,onlyoffice,other,homebrew_cask_30d:335,433,needs_classification,0.30,,homebrew_count=798;percent=0.03;cask=onlyoffice
434,Font Monaspace,utilities,Utilities,,font-monaspace,other,homebrew_cask_30d:336,434,single_tag_heuristic_review,0.62,,homebrew_count=797;percent=0.03;cask=font-monaspace
435,Chatgpt Atlas,ai-tools|productivity,AI Tools|Productivity,,chatgpt-atlas,ai-tools,homebrew_cask_30d:339,435,multi_tag_heuristic_review,0.70,,homebrew_count=786;percent=0.03;cask=chatgpt-atlas
436,Netbirdio/tap/netbird UI,other,Other,,netbirdio-tap-netbird-ui,other,homebrew_cask_30d:337,436,needs_classification,0.30,,homebrew_count=789;percent=0.03;cask=netbirdio/tap/netbird-ui
437,Cleanshot,utilities,Utilities,,cleanshot,utilities,homebrew_cask_30d:340,437,single_tag_heuristic_review,0.62,,homebrew_count=786;percent=0.03;cask=cleanshot
438,Zap,other,Other,,zap,other,homebrew_cask_30d:338,438,needs_classification,0.30,,homebrew_count=786;percent=0.03;cask=zap
439,Istat Menus,utilities,Utilities,,istat-menus,utilities,homebrew_cask_30d:342,439,single_tag_heuristic_review,0.62,,homebrew_count=782;percent=0.03;cask=istat-menus
440,Syntax Highlight,other,Other,,syntax-highlight,other,homebrew_cask_30d:341,440,needs_classification,0.30,,homebrew_count=784;percent=0.03;cask=syntax-highlight
441,Beekeeper Studio,development,Development,,beekeeper-studio,other,homebrew_cask_30d:343,441,single_tag_heuristic_review,0.62,,homebrew_count=777;percent=0.03;cask=beekeeper-studio
442,AWS Vault Binary,development,Development,,aws-vault-binary,development,homebrew_cask_30d:346,442,single_tag_heuristic_review,0.62,,homebrew_count=768;percent=0.03;cask=aws-vault-binary
443,Lens,development,Development,,lens,other,homebrew_cask_30d:344,443,single_tag_heuristic_review,0.62,,homebrew_count=777;percent=0.03;cask=lens
444,Font Sarasa Gothic,utilities,Utilities,,font-sarasa-gothic,other,homebrew_cask_30d:345,444,single_tag_heuristic_review,0.62,,homebrew_count=769;percent=0.03;cask=font-sarasa-gothic
445,Hop,other,Other,,hop,other,homebrew_cask_30d:347,445,needs_classification,0.30,,homebrew_count=765;percent=0.03;cask=hop
446,Arduino IDE,other,Other,,arduino-ide,other,homebrew_cask_30d:348,446,needs_classification,0.30,,homebrew_count=758;percent=0.03;cask=arduino-ide
447,Snowflake Snowsql,other,Other,,snowflake-snowsql,other,homebrew_cask_30d:349,447,needs_classification,0.30,,homebrew_count=755;percent=0.03;cask=snowflake-snowsql
448,Microsoft Auto Update,other,Other,,microsoft-auto-update,other,homebrew_cask_30d:350,448,needs_classification,0.30,,homebrew_count=754;percent=0.03;cask=microsoft-auto-update
449,Coderabbit,other,Other,,coderabbit,other,homebrew_cask_30d:351,449,needs_classification,0.30,,homebrew_count=753;percent=0.03;cask=coderabbit
450,Font Maple Mono Nf,utilities,Utilities,,font-maple-mono-nf,other,homebrew_cask_30d:352,450,single_tag_heuristic_review,0.62,,homebrew_count=752;percent=0.03;cask=font-maple-mono-nf
451,Keyclu,other,Other,,keyclu,other,homebrew_cask_30d:353,451,needs_classification,0.30,,homebrew_count=750;percent=0.03;cask=keyclu
452,Spacelift Io/spacelift/spacectl,other,Other,,spacelift-io-spacelift-spacectl,other,homebrew_cask_30d:354,452,needs_classification,0.30,,homebrew_count=747;percent=0.03;cask=spacelift-io/spacelift/spacectl
453,Opera,browser,Browsers,,opera,browser,homebrew_cask_30d:357,453,single_tag_heuristic_review,0.62,,homebrew_count=731;percent=0.03;cask=opera
454,Muxy App/tap/muxy,other,Other,,muxy-app-tap-muxy,other,homebrew_cask_30d:355,454,needs_classification,0.30,,homebrew_count=747;percent=0.03;cask=muxy-app/tap/muxy
455,Squirrel App,other,Other,,squirrel-app,other,homebrew_cask_30d:356,455,needs_classification,0.30,,homebrew_count=740;percent=0.03;cask=squirrel-app
456,Quicklook Video,media,Media,,quicklook-video,media,homebrew_cask_30d:359,456,single_tag_heuristic_review,0.62,,homebrew_count=724;percent=0.03;cask=quicklook-video
457,Orion,browser,Browsers,,orion,browser,homebrew_cask_30d:360,457,single_tag_heuristic_review,0.62,,homebrew_count=718;percent=0.03;cask=orion
458,Amethyst,other,Other,,amethyst,other,homebrew_cask_30d:358,458,needs_classification,0.30,,homebrew_count=727;percent=0.03;cask=amethyst
460,Bartender,utilities|system-enhancement,Utilities|System Enhancements,,bartender,productivity,homebrew_cask_30d:362,460,multi_tag_heuristic_review,0.70,,homebrew_count=713;percent=0.03;cask=bartender
461,Jellyfin,entertainment,Entertainment,,jellyfin,media,homebrew_cask_30d:363,461,single_tag_heuristic_review,0.62,,homebrew_count=710;percent=0.03;cask=jellyfin
462,Conductor,other,Other,,conductor,other,homebrew_cask_30d:364,462,needs_classification,0.30,,homebrew_count=706;percent=0.03;cask=conductor
463,Stremio,other,Other,,stremio,other,homebrew_cask_30d:365,463,needs_classification,0.30,,homebrew_count=704;percent=0.03;cask=stremio
